Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
Date,,,,,,
2014-01-01 00:00:00+00:00,6089.5,6089.5,6358.2998046875,6027.25,6301.25,3280800
2014-02-01 00:00:00+00:00,6276.9501953125,6276.9501953125,6282.7001953125,5933.2998046875,6058.7998046875,2688200
2014-03-01 00:00:00+00:00,6704.2001953125,6704.2001953125,6730.0498046875,6212.25,6264.35009765625,3853200
2014-04-01 00:00:00+00:00,6696.39990234375,6696.39990234375,6869.85009765625,6650.39990234375,6729.5,2672300
2014-05-01 00:00:00+00:00,7229.9501953125,7229.9501953125,7563.5,6638.5498046875,6709.9501953125,4282600
2014-06-01 00:00:00+00:00,7611.35009765625,7611.35009765625,7700.0498046875,7239.5,7264.0498046875,3619400
2014-07-01 00:00:00+00:00,7721.2998046875,7721.2998046875,7840.9501953125,7422.14990234375,7629.0,3315500
2014-08-01 00:00:00+00:00,7954.35009765625,7954.35009765625,7968.25,7540.10009765625,7662.5,2481800
2014-09-01 00:00:00+00:00,7964.7998046875,7964.7998046875,8180.2001953125,7841.7998046875,7990.35009765625,2931900
2014-10-01 00:00:00+00:00,8322.2001953125,8322.2001953125,8330.75,7723.85009765625,7960.5,2696600
2014-11-01 00:00:00+00:00,8588.25,8588.25,8617.0,8290.25,8348.150390625,2698000
2014-12-01 00:00:00+00:00,8282.7001953125,8282.7001953125,8626.9501953125,7961.35009765625,8605.099609375,3148800
2015-01-01 00:00:00+00:00,8808.900390625,8808.900390625,8996.599609375,8065.4501953125,8288.7001953125,3373200
2015-02-01 00:00:00+00:00,8844.599609375,8844.599609375,8913.4501953125,8470.5,8802.5,3430800
2015-03-01 00:00:00+00:00,8491.0,8491.0,9119.2001953125,8269.150390625,8953.849609375,3727800
2015-04-01 00:00:00+00:00,8181.5,8181.5,8841.650390625,8144.75,8483.7001953125,3108200
2015-05-01 00:00:00+00:00,8433.650390625,8433.650390625,8489.5498046875,7997.14990234375,8230.0498046875,3384800
2015-06-01 00:00:00+00:00,8368.5,8368.5,8467.150390625,7940.2998046875,8417.25,3156900
2015-07-01 00:00:00+00:00,8532.849609375,8532.849609375,8654.75,8315.400390625,8376.25,3097900
2015-08-01 00:00:00+00:00,7971.2998046875,7971.2998046875,8621.5498046875,7667.25,8510.650390625,3939200
2015-09-01 00:00:00+00:00,7948.89990234375,7948.89990234375,8055.0,7539.5,7907.9501953125,3436500
2015-10-01 00:00:00+00:00,8065.7998046875,8065.7998046875,8336.2998046875,7930.64990234375,7992.0498046875,3364200
2015-11-01 00:00:00+00:00,7935.25,7935.25,8116.10009765625,7714.14990234375,8054.5498046875,2868500
2015-12-01 00:00:00+00:00,7946.35009765625,7946.35009765625,7979.2998046875,7551.0498046875,7958.14990234375,3026200
2016-01-01 00:00:00+00:00,7563.5498046875,7563.5498046875,7937.5498046875,7241.5,7924.5498046875,3781100
2016-02-01 00:00:00+00:00,6987.0498046875,6987.0498046875,7600.4501953125,6825.7998046875,7589.5,5170500
2016-03-01 00:00:00+00:00,7738.39990234375,7738.39990234375,7777.60009765625,7035.10009765625,7038.25,4809600
2016-04-01 00:00:00+00:00,7849.7998046875,7849.7998046875,7992.0,7516.85009765625,7718.0498046875,3538800
2016-05-01 00:00:00+00:00,8160.10009765625,8160.10009765625,8213.599609375,7678.35009765625,7822.7001953125,4361300
2016-06-01 00:00:00+00:00,8287.75,8287.75,8308.150390625,7927.0498046875,8179.2001953125,4193500
2016-07-01 00:00:00+00:00,8638.5,8638.5,8674.7001953125,8287.5498046875,8313.0498046875,3321700
2016-08-01 00:00:00+00:00,8786.2001953125,8786.2001953125,8819.2001953125,8518.150390625,8654.2998046875,3826100
2016-09-01 00:00:00+00:00,8611.150390625,8611.150390625,8968.7001953125,8555.2001953125,8793.599609375,3900400
2016-10-01 00:00:00+00:00,8638.0,8638.0,8806.9501953125,8506.150390625,8666.150390625,3165200
2016-11-01 00:00:00+00:00,8224.5,8224.5,8669.599609375,7916.39990234375,8653.150390625,4585400
2016-12-01 00:00:00+00:00,8185.7998046875,8185.7998046875,8274.9501953125,7893.7998046875,8244.0,3118800
2017-01-01 00:00:00+00:00,8561.2998046875,8561.2998046875,8672.7001953125,8133.7998046875,8210.099609375,4009100
2017-02-01 00:00:00+00:00,8879.599609375,8879.599609375,8982.150390625,8537.5,8570.349609375,4398500
2017-03-01 00:00:00+00:00,9173.75,9173.75,9218.400390625,8860.099609375,8904.400390625,4835000
2017-04-01 00:00:00+00:00,9304.0498046875,9304.0498046875,9367.150390625,9075.150390625,9220.599609375,2931300
2017-05-01 00:00:00+00:00,9621.25,9621.25,9649.599609375,9269.900390625,9339.849609375,4541800
2017-06-01 00:00:00+00:00,9520.900390625,9520.900390625,9709.2998046875,9448.75,9603.5498046875,3558000
2017-07-01 00:00:00+00:00,10077.099609375,10077.099609375,10114.849609375,9543.5498046875,9587.9501953125,3732400
2017-08-01 00:00:00+00:00,9917.900390625,9917.900390625,10137.849609375,9685.5498046875,10101.0498046875,4168000
2017-09-01 00:00:00+00:00,9788.599609375,9788.599609375,10178.9501953125,9687.5498046875,9937.650390625,4165300
2017-10-01 00:00:00+00:00,10335.2998046875,10335.2998046875,10384.5,9831.0498046875,9893.2998046875,4500300
2017-11-01 00:00:00+00:00,10226.5498046875,10226.5498046875,10490.4501953125,10094.0,10390.349609375,4650900
2017-12-01 00:00:00+00:00,10530.7001953125,10530.7001953125,10552.400390625,10033.349609375,10263.7001953125,3504400
2018-01-01 00:00:00+00:00,11027.7001953125,11027.7001953125,11171.5498046875,10404.650390625,10477.5498046875,4560600
2018-02-01 00:00:00+00:00,10492.849609375,10492.849609375,11117.349609375,10276.2998046875,11044.5498046875,4389900
2018-03-01 00:00:00+00:00,10113.7001953125,10113.7001953125,10525.5,9951.900390625,10479.9501953125,4389100
2018-04-01 00:00:00+00:00,10739.349609375,10739.349609375,10759.0,10111.2998046875,10151.650390625,4499400
2018-05-01 00:00:00+00:00,10736.150390625,10736.150390625,10929.2001953125,10417.7998046875,10783.849609375,5142500
2018-06-01 00:00:00+00:00,10714.2998046875,10714.2998046875,10893.25,10550.900390625,10738.4501953125,4683800
2018-07-01 00:00:00+00:00,11356.5,11356.5,11366.0,10604.650390625,10732.349609375,4648500
2018-08-01 00:00:00+00:00,11680.5,11680.5,11760.2001953125,11234.9501953125,11359.7998046875,4923000
2018-09-01 00:00:00+00:00,10930.4501953125,10930.4501953125,11751.7998046875,10850.2998046875,11751.7998046875,5151800
2018-10-01 00:00:00+00:00,10386.599609375,10386.599609375,11035.650390625,10004.5498046875,10930.900390625,7030800
2018-11-01 00:00:00+00:00,10876.75,10876.75,10922.4501953125,10341.900390625,10441.7001953125,5318400
2018-12-01 00:00:00+00:00,10862.5498046875,10862.5498046875,10985.150390625,10333.849609375,10930.7001953125,6533100
2019-01-01 00:00:00+00:00,10830.9501953125,10830.9501953125,10987.4501953125,10583.650390625,10868.849609375,7273800
2019-02-01 00:00:00+00:00,10792.5,10792.5,11118.099609375,10585.650390625,10851.349609375,7461400
2019-03-01 00:00:00+00:00,11623.900390625,11623.900390625,11630.349609375,10817.0,10842.650390625,6857200
2019-04-01 00:00:00+00:00,11748.150390625,11748.150390625,11856.150390625,11549.099609375,11665.2001953125,6516900
2019-05-01 00:00:00+00:00,11922.7998046875,11922.7998046875,12041.150390625,11108.2998046875,11725.5498046875,8645600
2019-06-01 00:00:00+00:00,11788.849609375,11788.849609375,12103.0498046875,11625.099609375,11953.75,6788000
2019-07-01 00:00:00+00:00,11118.0,11118.0,11981.75,10999.400390625,11839.900390625,9988500
2019-08-01 00:00:00+00:00,11023.25,11023.25,11181.4501953125,10637.150390625,11060.2001953125,11153100
2019-09-01 00:00:00+00:00,11474.4501953125,11474.4501953125,11694.849609375,10670.25,10960.9501953125,12210000
2019-10-01 00:00:00+00:00,11877.4501953125,11877.4501953125,11945.0,11090.150390625,11515.400390625,15461000
2019-11-01 00:00:00+00:00,12056.0498046875,12056.0498046875,12158.7998046875,11802.650390625,11886.599609375,13178000
2019-12-01 00:00:00+00:00,12168.4501953125,12168.4501953125,12293.900390625,11832.2998046875,12137.0498046875,12549800
2020-01-01 00:00:00+00:00,11962.099609375,11962.099609375,12430.5,11929.599609375,12202.150390625,10965400
2020-02-01 00:00:00+00:00,11201.75,11201.75,12246.7001953125,11175.0498046875,11627.4501953125,10198200
2020-03-01 00:00:00+00:00,8597.75,8597.75,11433.0,7511.10009765625,11387.349609375,21303000
2020-04-01 00:00:00+00:00,9859.900390625,9859.900390625,9889.0498046875,8055.7998046875,8584.099609375,12736300
2020-05-01 00:00:00+00:00,9580.2998046875,9580.2998046875,9598.849609375,8806.75,9533.5,13675900
2020-06-01 00:00:00+00:00,10302.099609375,10302.099609375,10553.150390625,9544.349609375,9726.849609375,16778800
2020-07-01 00:00:00+00:00,11073.4501953125,11073.4501953125,11341.400390625,10299.599609375,10323.7998046875,14640200
2020-08-01 00:00:00+00:00,11387.5,11387.5,11794.25,10882.25,11057.5498046875,14035500
2020-09-01 00:00:00+00:00,11247.5498046875,11247.5498046875,11618.099609375,10790.2001953125,11464.2998046875,12928400
2020-10-01 00:00:00+00:00,11642.400390625,11642.400390625,12025.4501953125,11347.0498046875,11364.4501953125,11602500
2020-11-01 00:00:00+00:00,12968.9501953125,12968.9501953125,13145.849609375,11557.400390625,11697.349609375,13004600
2020-12-01 00:00:00+00:00,13981.75,13981.75,14024.849609375,12962.7998046875,13062.2001953125,12077600
2021-01-01 00:00:00+00:00,13634.599609375,13634.599609375,14753.5498046875,13596.75,13996.099609375,13119900
2021-02-01 00:00:00+00:00,14529.150390625,14529.150390625,15431.75,13661.75,13758.599609375,14313900
2021-03-01 00:00:00+00:00,14690.7001953125,14690.7001953125,15336.2998046875,14264.400390625,14702.5,9886800
2021-04-01 00:00:00+00:00,14631.099609375,14631.099609375,15044.349609375,14151.400390625,14798.400390625,9344700
2021-05-01 00:00:00+00:00,15582.7998046875,15582.7998046875,15606.349609375,14416.25,14481.0498046875,9859900
2021-06-01 00:00:00+00:00,15721.5,15721.5,15915.650390625,15450.900390625,15629.650390625,8079100
2021-07-01 00:00:00+00:00,15763.0498046875,15763.0498046875,15962.25,15513.4501953125,15755.0498046875,5756800
2021-08-01 00:00:00+00:00,17132.19921875,17132.19921875,17153.5,15834.650390625,15874.900390625,6349900
2021-09-01 00:00:00+00:00,17618.150390625,17618.150390625,17947.650390625,17055.05078125,17185.599609375,6955600
2021-10-01 00:00:00+00:00,17671.650390625,17671.650390625,18604.44921875,17452.900390625,17531.900390625,7651200
2021-11-01 00:00:00+00:00,16983.19921875,16983.19921875,18210.150390625,16782.400390625,17783.150390625,5853100
2021-12-01 00:00:00+00:00,17354.05078125,17354.05078125,17639.5,16410.19921875,17104.400390625,5499300
2022-01-01 00:00:00+00:00,17339.849609375,17339.849609375,18350.94921875,16836.80078125,17387.150390625,5435500
2022-02-01 00:00:00+00:00,16793.900390625,16793.900390625,17794.599609375,16203.25,17529.44921875,5620100
2022-03-01 00:00:00+00:00,17464.75,17464.75,17559.80078125,15671.4501953125,16593.099609375,7959500
2022-04-01 00:00:00+00:00,17102.55078125,17102.55078125,18114.650390625,16824.69921875,17436.900390625,5658100
2022-05-01 00:00:00+00:00,16584.55078125,16584.55078125,17132.849609375,15735.75,16924.44921875,6343200
2022-06-01 00:00:00+00:00,15780.25,15780.25,16793.849609375,15183.400390625,16594.400390625,5514100
2022-07-01 00:00:00+00:00,17158.25,17158.25,17172.80078125,15511.0498046875,15703.7001953125,5475300
2022-08-01 00:00:00+00:00,17759.30078125,17759.30078125,17992.19921875,17154.80078125,17243.19921875,5589500
2022-09-01 00:00:00+00:00,17094.349609375,17094.349609375,18096.150390625,16747.69921875,17485.69921875,6896300
2022-10-01 00:00:00+00:00,18012.19921875,18012.19921875,18022.80078125,16855.55078125,17102.099609375,4539900
2022-11-01 00:00:00+00:00,18758.349609375,18758.349609375,18816.05078125,17959.19921875,18130.69921875,5257200
2022-12-01 00:00:00+00:00,18105.30078125,18105.30078125,18887.599609375,17774.25,18871.94921875,4741600
2023-01-01 00:00:00+00:00,17662.150390625,17662.150390625,18251.94921875,17405.55078125,18131.69921875,5632700
2023-02-01 00:00:00+00:00,17303.94921875,17303.94921875,18134.75,17255.19921875,17811.599609375,5685600
2023-03-01 00:00:00+00:00,17359.75,17359.75,17799.94921875,16828.349609375,17360.099609375,5622200
2023-04-01 00:00:00+00:00,18065.0,18065.0,18089.150390625,17312.75,17427.94921875,4459800
2023-05-01 00:00:00+00:00,18534.400390625,18534.400390625,18662.44921875,18042.400390625,18124.80078125,5737500
2023-06-01 00:00:00+00:00,19189.05078125,19189.05078125,19201.69921875,18464.55078125,18579.400390625,5144400
2023-07-01 00:00:00+00:00,19753.80078125,19753.80078125,19991.849609375,19234.400390625,19246.5,5802500
2023-08-01 00:00:00+00:00,19253.80078125,19253.80078125,19795.599609375,19223.650390625,19784.0,6027500
2023-09-01 00:00:00+00:00,19638.30078125,19638.30078125,20222.44921875,19255.69921875,19258.150390625,5666500
2023-10-01 00:00:00+00:00,19079.599609375,19079.599609375,19849.75,18837.849609375,19622.400390625,4248400
2023-11-01 00:00:00+00:00,20133.150390625,20133.150390625,20158.69921875,18973.69921875,19064.05078125,4386100
2023-12-01 00:00:00+00:00,21731.400390625,21731.400390625,21801.44921875,20183.69921875,20194.099609375,6121400
